FeatureCode,DateCode,Measurement,Units,Value,Waste Management,Waste Category
S12000027,2011,Count,Tonnes,0,Landfilled,Animal and mixed food waste
S12000048,2011,Count,Tonnes,15835,Recycled,Vegetal wastes
S12000048,2011,Count,Tonnes,0,Other Diversion,Soils
S12000036,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000047,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000011,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000041,2011,Count,Tonnes,0,Landfilled,Textile wastes
S12000006,2011,Count,Tonnes,0,Recycled,Household and similar wastes
S12000011,2011,Count,Tonnes,0,Landfilled,Chemical wastes
S12000036,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000027,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Vegetal wastes
S12000011,2011,Count,Tonnes,1,Recycled (pre 2014 method),Rubber wastes
S12000027,2011,Count,Tonnes,0,Landfilled,Discarded vehicles
S12000006,2011,Count,Tonnes,0,Landfilled,Soils
S12000027,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000027,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000027,2011,Count,Tonnes,0,Recycled,Soils
S12000041,2011,Count,Tonnes,1936,Recycled,Mineral waste from construction and demolition
S12000006,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000011,2011,Count,Tonnes,0,Recycled,Discarded vehicles
S12000020,2011,Count,Tonnes,233,Waste Generated,Textile wastes
S12000048,2011,Count,Tonnes,228,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000027,2011,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S12000011,2011,Count,Tonnes,3,Recycled,Chemical wastes
S12000027,2011,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000047,2011,Count,Tonnes,0,Landfilled,Combustion wastes
S12000041,2011,Count,Tonnes,250,Recycled (pre 2014 method),Textile wastes
S12000011,2011,Count,Tonnes,0,Other Diversion,Glass wastes
S12000011,2011,Count,Tonnes,7,Waste Generated,"Metallic wastes, ferrous"
S12000006,2011,Count,Tonnes,0,Other Diversion,Vegetal wastes
S12000006,2011,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000027,2011,Count,Tonnes,22,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000047,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S12000020,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000011,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Combustion wastes
S12000027,2011,Count,Tonnes,0,Other Diversion,Soils
S12000027,2011,Count,Tonnes,112,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000027,2011,Count,Tonnes,311,Recycled (pre 2014 method),Vegetal wastes
S12000006,2011,Count,Tonnes,0,Recycled (pre 2014 method),Household and similar wastes
S12000020,2011,Count,Tonnes,0,Other Diversion,Soils
S12000020,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000005,2011,Count,Tonnes,14,Recycled,Discarded vehicles
S12000036,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000011,2011,Count,Tonnes,0,Landfilled,Wood wastes
S12000049,2011,Count,Tonnes,15,Waste Generated,Used oils
S12000047,2011,Count,Tonnes,10838,Recycled,Wood wastes
S12000027,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000049,2011,Count,Tonnes,667,Recycled,Mixed and undifferentiated materials
S12000027,2011,Count,Tonnes,190,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000036,2011,Count,Tonnes,15,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000005,2011,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000011,2011,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000020,2011,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000036,2011,Count,Tonnes,1025,Recycled,Household and similar wastes
S12000020,2011,Count,Tonnes,0,Waste Generated,"Metallic wastes, non-ferrous"
S12000047,2011,Count,Tonnes,61,Recycled,Used oils
S12000011,2011,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000020,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000047,2011,Count,Tonnes,21,Waste Generated,Batteries and accumulators wastes
S12000047,2011,Count,Tonnes,0,Landfilled,Rubber wastes
S12000011,2011,Count,Tonnes,0,Other Diversion,Animal and mixed food waste
S12000006,2011,Count,Tonnes,0,Recycled,Discarded vehicles
S12000011,2011,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000036,2011,Count,Tonnes,7580,Waste Generated,Glass wastes
S12000036,2011,Count,Tonnes,1056,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000006,2011,Count,Tonnes,0,Landfilled,Mixed and undifferentiated materials
S12000036,2011,Count,Tonnes,130590,Landfilled,Household and similar wastes
S12000047,2011,Count,Tonnes,97,Recycled (pre 2014 method),Discarded vehicles
S12000006,2011,Count,Tonnes,0,Other Diversion,Glass wastes
S12000027,2011,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000006,2011,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000020,2011,Count,Tonnes,4995,Waste Generated,Paper and cardboard wastes
S12000049,2011,Count,Tonnes,0,Other Diversion,Glass wastes
S12000005,2011,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000047,2011,Count,Tonnes,299,Recycled,Rubber wastes
S12000005,2011,Count,Tonnes,14319,Landfilled,Total Waste
S12000020,2011,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000011,2011,Count,Tonnes,0,Landfilled,Discarded vehicles
S12000011,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000027,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Textile wastes
S12000020,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Vegetal wastes
S12000047,2011,Count,Tonnes,204,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000020,2011,Count,Tonnes,0,Other Diversion,Mixed and undifferentiated materials
S12000020,2011,Count,Tonnes,0,Recycled,Discarded vehicles
S12000006,2011,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000020,2011,Count,Tonnes,9602,Recycled (pre 2014 method),Vegetal wastes
S12000047,2011,Count,Tonnes,18547,Waste Generated,Mineral waste from construction and demolition
S12000011,2011,Count,Tonnes,18,Waste Generated,"Metallic wastes, non-ferrous"
S12000011,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S12000048,2011,Count,Tonnes,8194,Recycled,Paper and cardboard wastes
S12000027,2011,Count,Tonnes,335,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000011,2011,Count,Tonnes,2343,Recycled,Glass wastes
S12000006,2011,Ratio,Percentage,21,Recycled,Total Waste
S12000020,2011,Ratio,Percentage,0,Other Diversion (pre 2014 method),Total Waste
S12000047,2011,Count,Tonnes,98593,Landfilled,Household and similar wastes
S12000011,2011,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000020,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Total Waste
S12000011,2011,Count,Tonnes,20744,Landfilled,Household and similar wastes
S12000020,2011,Count,Tonnes,0,Landfilled,Batteries and accumulators wastes
S12000020,2011,Count,Tonnes,8,Waste Generated,Batteries and accumulators wastes
S12000006,2011,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000027,2011,Count,Tonnes,6,Recycled,Discarded vehicles
S12000011,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Total Waste
S12000020,2011,Count,Tonnes,0,Recycled,"Metallic wastes, non-ferrous"
S12000027,2011,Count,Tonnes,0,Waste Generated,"Metallic wastes, ferrous"
S12000048,2011,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000027,2011,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000011,2011,Count,Tonnes,2343,Recycled (pre 2014 method),Glass wastes
S12000006,2011,Count,Tonnes,0,Recycled,Soils
S12000036,2011,Count,Tonnes,4,Recycled (pre 2014 method),Used oils
S12000011,2011,Count,Tonnes,0,Landfilled,Combustion wastes
S12000006,2011,Count,Tonnes,4698,Recycled,Mineral waste from construction and demolition
S12000041,2011,Count,Tonnes,62200,Waste Generated,Total Waste
S12000020,2011,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000027,2011,Count,Tonnes,0,Waste Generated,Paper and cardboard wastes
S12000027,2011,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000006,2011,Count,Tonnes,23,Recycled (pre 2014 method),Used oils
S12000020,2011,Count,Tonnes,0,Recycled,Soils
S12000011,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000011,2011,Ratio,Percentage,0,Other Diversion (pre 2014 method),Total Waste
S12000047,2011,Ratio,Percentage,46,Landfilled,Total Waste
S12000006,2011,Count,Tonnes,2271,Other Diversion,Combustion wastes
S12000036,2011,Count,Tonnes,0,Landfilled,Glass wastes
S12000047,2011,Count,Tonnes,33698,Recycled (pre 2014 method),Vegetal wastes
S12000041,2011,Count,Tonnes,0,Landfilled,Animal and mixed food waste
S12000027,2011,Count,Tonnes,0,Landfilled,Soils
S12000006,2011,Count,Tonnes,0,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000011,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000020,2011,Count,Tonnes,0,Landfilled,Discarded vehicles
S12000027,2011,Count,Tonnes,0,Recycled,Combustion wastes
S12000011,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000006,2011,Count,Tonnes,1039,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000011,2011,Count,Tonnes,18,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000047,2011,Count,Tonnes,40,Recycled,Chemical wastes
S12000047,2011,Count,Tonnes,10521,Waste Generated,Wood wastes
S12000048,2011,Count,Tonnes,8194,Recycled (pre 2014 method),Paper and cardboard wastes
S12000048,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000011,2011,Count,Tonnes,0,Other Diversion,Total Waste
S12000036,2011,Count,Tonnes,0,Landfilled,Used oils
S12000027,2011,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000048,2011,Count,Tonnes,0,Recycled,Soils
S12000020,2011,Count,Tonnes,0,Landfilled,Combustion wastes
S12000006,2011,Count,Tonnes,136,Recycled,Mixed and undifferentiated materials
S12000048,2011,Count,Tonnes,11,Other Diversion (pre 2014 method),Combustion wastes
S12000036,2011,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000011,2011,Count,Tonnes,2343,Waste Generated,Glass wastes
S12000011,2011,Count,Tonnes,0,Waste Generated,Health care and biological wastes
S12000020,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000020,2011,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000048,2011,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000047,2011,Count,Tonnes,97,Recycled,Discarded vehicles
S12000027,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000011,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000027,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000011,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Paper and cardboard wastes
S12000020,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000036,2011,Count,Tonnes,0,Other Diversion,Used oils
S12000036,2011,Ratio,Percentage,0,Other Diversion,Total Waste
S12000020,2011,Count,Tonnes,0,Recycled (pre 2014 method),Soils
S12000020,2011,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000020,2011,Count,Tonnes,14,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000006,2011,Count,Tonnes,2377,Waste Generated,Wood wastes
S12000020,2011,Count,Tonnes,0,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000027,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000027,2011,Count,Tonnes,311,Recycled,Vegetal wastes
S12000027,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S12000006,2011,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000041,2011,Count,Tonnes,2297,Recycled,Glass wastes
S12000011,2011,Count,Tonnes,1402,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000011,2011,Count,Tonnes,808,Recycled (pre 2014 method),Plastic wastes
S12000005,2011,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000027,2011,Count,Tonnes,0,Other Diversion,Combustion wastes
S12000027,2011,Count,Tonnes,0,Waste Generated,Batteries and accumulators wastes
S12000036,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000020,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000020,2011,Count,Tonnes,0,Landfilled,Mineral waste from construction and demolition
S12000027,2011,Count,Tonnes,1968,Recycled (pre 2014 method),Total Waste
S12000047,2011,Count,Tonnes,5916,Recycled,Glass wastes
S12000011,2011,Count,Tonnes,8,Waste Generated,Batteries and accumulators wastes
S12000027,2011,Ratio,Percentage,17,Recycled (pre 2014 method),Total Waste
S12000049,2011,Count,Tonnes,667,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000049,2011,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000049,2011,Count,Tonnes,783,Waste Generated,Mixed and undifferentiated materials
S12000011,2011,Count,Tonnes,1300,Waste Generated,Mineral waste from construction and demolition
S12000020,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Textile wastes
S12000005,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000049,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000036,2011,Count,Tonnes,2060,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000020,2011,Count,Tonnes,1333,Waste Generated,Wood wastes
S12000027,2011,Count,Tonnes,0,Landfilled,Textile wastes
S12000027,2011,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000047,2011,Count,Tonnes,21605,Recycled,Paper and cardboard wastes
S12000005,2011,Count,Tonnes,14,Waste Generated,Discarded vehicles
S12000036,2011,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000005,2011,Count,Tonnes,0,Other Diversion,Combustion wastes
S12000005,2011,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000011,2011,Count,Tonnes,1402,Recycled,Mineral waste from construction and demolition
S12000047,2011,Count,Tonnes,5914,Waste Generated,Glass wastes
S12000020,2011,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000041,2011,Count,Tonnes,250,Recycled,Textile wastes
S12000020,2011,Count,Tonnes,0,Landfilled,Rubber wastes
S12000005,2011,Count,Tonnes,1540,Recycled,Glass wastes
S12000005,2011,Ratio,Percentage,47,Landfilled,Total Waste
S12000047,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000049,2011,Count,Tonnes,259,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000020,2011,Count,Tonnes,0,Waste Generated,Rubber wastes
S12000041,2011,Count,Tonnes,475,Recycled,Plastic wastes
S12000020,2011,Count,Tonnes,29154,Waste Generated,Household and similar wastes
S12000020,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000027,2011,Count,Tonnes,208,Other Diversion,Total Waste
S12000005,2011,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000047,2011,Count,Tonnes,2134,Waste Generated,Mixed and undifferentiated materials
S12000005,2011,Ratio,Percentage,0,Other Diversion,Total Waste
S12000049,2011,Count,Tonnes,250709,Waste Generated,Total Waste
S12000036,2011,Count,Tonnes,103,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000020,2011,Ratio,Percentage,45,Recycled,Total Waste
S12000005,2011,Count,Tonnes,0,Waste Generated,Health care and biological wastes
S12000027,2011,Count,Tonnes,0,Other Diversion,Textile wastes
S12000027,2011,Count,Tonnes,0,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000027,2011,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000047,2011,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000041,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000027,2011,Count,Tonnes,0,Recycled,Wood wastes
S12000041,2011,Count,Tonnes,239,Recycled,Household and similar wastes
S12000027,2011,Count,Tonnes,0,Recycled (pre 2014 method),Wood wastes
S12000005,2011,Count,Tonnes,0,Landfilled,Animal and mixed food waste
S12000036,2011,Count,Tonnes,15,Waste Generated,Batteries and accumulators wastes
S12000005,2011,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000047,2011,Count,Tonnes,0,Other Diversion,Used oils
S12000020,2011,Count,Tonnes,158,Recycled,Household and similar wastes
S12000036,2011,Count,Tonnes,2876,Recycled,Mineral waste from construction and demolition
S12000020,2011,Count,Tonnes,2778,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000027,2011,Count,Tonnes,8,Recycled,Textile wastes
S12000005,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S12000047,2011,Count,Tonnes,61,Waste Generated,Used oils
S12000011,2011,Count,Tonnes,0,Landfilled,Used oils
S12000027,2011,Count,Tonnes,190,Recycled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000011,2011,Count,Tonnes,8,Recycled,Batteries and accumulators wastes
S12000036,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000036,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Household and similar wastes
S12000027,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000027,2011,Count,Tonnes,208,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000036,2011,Count,Tonnes,0,Other Diversion,Wood wastes
